,ft_name,profile_corr,dataset,sub,test_dataset,algorithm,pert_algorithm,pert_type,pert_epsilon,pert_n,pert_ratio,pert_max_steps
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,90-10,500
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,90-10,500
3,clipvision_final,0.0217822897757317,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,90-10,500
4,clipvision_patches,0.0339863303959146,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,90-10,500
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,80-20,500
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,80-20,500
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,80-20,500
3,clipvision_final,0.1960316234127419,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,80-20,500
4,clipvision_patches,0.0768992616675611,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,80-20,500
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,80-20,500
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,80-20,500
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,80-20,500
3,clipvision_final,0.0256278272799432,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,80-20,500
4,clipvision_patches,0.0374027531895786,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,80-20,500
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,80-20,500
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,80-20,500
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,80-20,500
3,clipvision_final,0.1973298776360104,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,80-20,500
4,clipvision_patches,0.0760373760771653,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,80-20,500
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,80-20,500
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,80-20,500
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,80-20,500
3,clipvision_final,0.0265086979428204,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,80-20,500
4,clipvision_patches,0.0360555020136662,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,80-20,500
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,70-30,500
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,70-30,500
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,70-30,500
3,clipvision_final,0.1738032606775741,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,70-30,500
4,clipvision_patches,0.0721183125029806,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,70-30,500
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,70-30,500
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,70-30,500
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,70-30,500
3,clipvision_final,0.043104672081763,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,70-30,500
4,clipvision_patches,0.0372155065739909,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,70-30,500
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,70-30,500
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,70-30,500
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,70-30,500
3,clipvision_final,0.189440374901311,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,70-30,500
4,clipvision_patches,0.0724634501568362,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,70-30,500
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,70-30,500
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,70-30,500
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,70-30,500
3,clipvision_final,0.0340736835791237,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,70-30,500
4,clipvision_patches,0.0337342836926085,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,70-30,500
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,50-50,500
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,50-50,500
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,50-50,500
3,clipvision_final,0.1513625375391835,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,50-50,500
4,clipvision_patches,0.0731634889071011,deeprecon,TH,test,brain_diffuser,ic,adversarial,,5,50-50,500
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,50-50,500
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,50-50,500
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,50-50,500
3,clipvision_final,0.0393889555312237,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,50-50,500
4,clipvision_patches,0.035438770729624,deeprecon,TH,art,brain_diffuser,ic,adversarial,,5,50-50,500
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,50-50,500
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,50-50,500
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,50-50,500
3,clipvision_final,0.1645122086706822,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,50-50,500
4,clipvision_patches,0.0727074147728272,deeprecon,TH,test,brain_diffuser,ic,friendly,,5,50-50,500
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,50-50,500
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,50-50,500
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,50-50,500
3,clipvision_final,0.044901565193216,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,50-50,500
4,clipvision_patches,0.0363742502846923,deeprecon,TH,art,brain_diffuser,ic,friendly,,5,50-50,500
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,fgsm,adversarial,0.03,5,,
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,fgsm,adversarial,0.03,5,,
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,fgsm,adversarial,0.03,5,,
3,clipvision_final,0.2036180121755128,deeprecon,TH,test,brain_diffuser,fgsm,adversarial,0.03,5,,
4,clipvision_patches,0.0810235206603836,deeprecon,TH,test,brain_diffuser,fgsm,adversarial,0.03,5,,
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,fgsm,adversarial,0.03,5,,
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,fgsm,adversarial,0.03,5,,
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,fgsm,adversarial,0.03,5,,
3,clipvision_final,0.0250830712101857,deeprecon,TH,art,brain_diffuser,fgsm,adversarial,0.03,5,,
4,clipvision_patches,0.0393231785592308,deeprecon,TH,art,brain_diffuser,fgsm,adversarial,0.03,5,,
0,vdvae,0.0003886268086613,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0.03,5,,
1,cliptext_final,0.2388539237483492,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0.03,5,,
2,cliptext_tokens,0.2347889460423573,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0.03,5,,
3,clipvision_final,0.2029501740261966,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0.03,5,,
4,clipvision_patches,0.0797120666510977,deeprecon,TH,test,brain_diffuser,fgsm,friendly,0.03,5,,
0,vdvae,0.0007486946736459,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0.03,5,,
1,cliptext_final,0.0376248280102165,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0.03,5,,
2,cliptext_tokens,0.0596601238468886,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0.03,5,,
3,clipvision_final,0.0234761606732424,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0.03,5,,
4,clipvision_patches,0.0386065690291669,deeprecon,TH,art,brain_diffuser,fgsm,friendly,0.03,5,,
